anchor,positive,negative,negative_similarity,source_stt,negative_stt
Mục đích chính của Thông báo số 494/TB-ĐHBD về rà soát tiến độ đăng ký môn học và tổ chức kế hoạch đào tạo học kỳ 1 năm học 2024-2025 là gì?,"Mục đích chính của Thông báo số 494/TB-ĐHBD là thu thập thông tin về quá trình đăng ký, tích lũy tín chỉ của sinh viên các khóa, điều chỉnh kế hoạch đào tạo kịp thời, đáp ứng nhu cầu học tập của người học và cải thiện thời gian tốt nghiệp(áp dụng từ 10/6/2024 đến 09/9/2024).","Thông báo số 712/TB-ĐHBD về việc rà soát tiến độ đăng ký môn học và lập kế hoạch đào tạo học kỳ 1, năm học 2025-2026.",0.8585029,TB_494,TB_712
"Theo Thông báo số 494/TB-ĐHBD, yêu cầu đầu tiên để đạt được mục tiêu rà soát là gì?","Yêu cầu đầu tiên là rà soát chi tiết từng ngành, từng trình độ đào tạo và từng người học để đảm bảo công tác hỗ trợ người học được thực hiện kịp thời (áp dụng từ 10/6/2024 đến 09/9/2024).","Bao gồm: xác định chủ đề, viết chuẩn đánh giá cho từng cấp độ tư duy, phân phối điểm số, xác định số lượng câu hỏi phù hợp với mỗi cấp độ nhận thức Bloom.",0.56299186,TB_494,QD_468
"Theo Thông báo số 494/TB-ĐHBD, kế hoạch đào tạo học kỳ 1 năm học 2024-2025 cần được bố trí như thế nào?",Kế hoạch đào tạo học kỳ 1 năm học 2024-2025 cần được bố trí đúng thời gian quy định (áp dụng từ 10/6/2024 đến 09/9/2024).,Mục đích chính của văn bản này là ban hành Khung kế hoạch thời gian năm học 2024-2025 đối với các trình độ đào tạo tại Trường Đại học Bình Dương.,0.7626425,TB_494,QD_868
Giai đoạn rà soát ban đầu theo Thông báo số 494/TB-ĐHBD (từ ngày 10/6 đến 24/6/2024) bao gồm những hoạt động gì?,"Giai đoạn rà soát ban đầu bao gồm rà soát tiến độ đăng ký môn học của các lớp, sinh viên, rà soát chương trình đào tạo, lập kế hoạch dự kiến các môn học thực tập, thực tế trong và ngoài trường (áp dụng từ 10/6/2024 đến 09/9/2024).","Thời gian khảo sát kéo dài 4 ngày, từ 24/07 đến 27/07/2023.",0.6420478,TB_494,TB_615
"Trong giai đoạn rà soát ban đầu theo Thông báo số 494/TB-ĐHBD, đơn vị thực hiện cần dự trù những nội dung gì?","Đơn vị thực hiện cần dự kiến dự trù cơ sở vật chất, trang thiết bị phục vụ cho công tác giảng dạy và học tập (áp dụng từ 10/6/2024 đến 09/9/2024).","Theo Thông báo số 674, giảng viên có thể góp ý các khó khăn, vướng mắc trong quá trình thực hiện Luật Giáo dục 2019 và đề xuất, kiến nghị bổ sung ngoài các nội dung đã nêu.",0.5912388,TB_494,TB_674
Các hoạt động liên quan đến bố trí kế hoạch giảng dạy theo Thông báo số 494/TB-ĐHBD sau ngày 24/6/2024 là gì?,"Bao gồm việc bố trí thời khóa biểu dự kiến, mời giảng viên tham gia giảng dạy, gửi kế hoạch về Phòng QLĐT&CTSV, cập nhật dữ liệu lên phần mềm quản lý đào tạo và rà soát, hiệu chỉnh thời khóa biểu (nếu có), (áp dụng từ 10/6/2024 đến 09/9/2024).",Kế hoạch đánh giá giờ giảng học kỳ III năm học 2023-2024 được ban hành căn cứ theo Quyết định số 196/QĐ-ĐHBD ngày 02/5/2018 của Trường Đại học Bình Dương về việc ban hành Quy định dự giờ giảng viên và thực hiện kế hoạch giảng dạy học kỳ III năm học 2023-2024.,0.69543886,TB_494,KH_462
"Theo Thông báo số 494/TB-ĐHBD, giảng viên cần cập nhật dữ liệu gì vào phần mềm quản lý đào tạo?",Giảng viên cần cập nhật dữ liệu giảng viên và phương pháp tổ chức giảng dạy cho từng môn học trong học kỳ (áp dụng từ 10/6/2024 đến 09/9/2024).,"Có. Thư viện số của BDU cung cấp tài liệu điện tử, giáo trình, bài giảng và tài liệu tham khảo cho giảng viên đăng nhập qua tài khoản nội bộ.",0.738431,TB_494,BDU_263
"Theo Thông báo số 494/TB-ĐHBD, việc tổ chức đăng ký môn học trực tuyến bắt đầu từ thời điểm nào?",Việc tổ chức đăng ký môn học trực tuyến bắt đầu từ ngày 22 tháng 7 năm 2024 tại Cổng thông tin sinh viên (áp dụng từ 10/6/2024 đến 09/9/2024).,Sinh viên thực hiện đăng ký môn học trực tuyến mỗi đầu học kỳ theo lịch trình đăng ký môn học nhà trường đã thông báo.,0.6194893,TB_494,BDU_050
"Theo Thông báo số 494/TB-ĐHBD, sinh viên khóa tuyển sinh năm 2021 và năm 2022 được phép đăng ký tối đa và tối thiểu bao nhiêu tín chỉ?",Sinh viên khóa tuyển sinh năm 2021 trở về trước được phép đăng ký tối đa 25 tín chỉ và tối thiểu 10 tín chỉ; sinh viên khóa tuyển sinh năm 2022 trở đi được phép đăng ký tối đa 19 tín chỉ và tối thiểu 10 tín chỉ (áp dụng từ 10/6/2024 đến 09/9/2024).,Sinh viên đại học chính quy khóa tuyển sinh năm 2022 (khóa 25) là đối tượng được phép thực hiện đăng ký môn học.,0.7414131,TB_494,TB_196
"Theo Thông báo số 494/TB-ĐHBD, sau giai đoạn đăng ký ban đầu, các hoạt động rà soát và đăng ký bổ sung môn học diễn ra trong khoảng thời gian nào?","Hoạt động rà soát, xử lý dữ liệu đăng ký môn học diễn ra từ ngày 26/7 đến 30/7/2024; đăng ký bổ sung diễn ra từ ngày 1/8 đến 2/8/2024; tiếp tục rà soát dữ liệu đăng ký bổ sung từ ngày 3/8 đến 7/8/2024.",Thời gian kiểm tra và bổ sung hồ sơ là từ ngày thông báo đến 15h00 ngày 28/4/2025.,0.65526915,TB_494,TB_498
"Theo Thông báo số 494/TB-ĐHBD, sinh viên có thể đăng ký bổ sung môn học bằng những hình thức nào?",Sinh viên có thể đăng ký bổ sung môn học trực tuyến tại Cổng thông tin sinh viên hoặc đăng ký bổ sung trực tiếp (offline) nếu có nguyện vọng (áp dụng từ 10/6/2024 đến 09/9/2024).,Sinh viên cần sử dụng tài khoản đăng ký môn học để đăng nhập Cổng thông tin sinh viên và thực hiện khảo sát theo thông báo số 389/TB-ĐHBD của Trường Đại học Bình Dương.,0.6901437,TB_494,TB_389
Thời điểm sinh viên nộp học phí học kỳ 1 năm học 2024-2025 theo Thông báo số 494/TB-ĐHBD là khi nào?,Sinh viên nộp học phí học kỳ 1 từ ngày 19 tháng 8 năm 2024 đến ngày 9 tháng 9 năm 2024 (áp dụng từ 10/6/2024 đến 09/9/2024).,"Thông báo số 616/TB-ĐHBD về việc thu học phí học kỳ 3 năm học 2024 – 2025 chương trình liên thông giữa trình độ người đã tốt nghiệp đại học (văn bằng 2) ngành Ngôn ngữ Anh, khóa tuyển sinh năm 2025.",0.7590421,TB_494,TB_616
"Theo Thông báo số 494/TB-ĐHBD, sinh viên khóa tuyển sinh năm 2024 có phải tự đăng ký môn học trong học kỳ đầu tiên không?",Không. Nhà trường sẽ thực hiện đăng ký môn học cho sinh viên khóa tuyển sinh năm 2024 trong học kỳ đầu tiên năm thứ nhất (áp dụng từ 10/6/2024 đến 09/9/2024).,"Theo Thông báo số 714/TB-ĐHBD, sinh viên chỉ được hủy môn học không có trong kế hoạch đào tạo của khóa học và phải thực hiện đúng quy trình bằng mẫu đơn SV24.04.",0.72804785,TB_494,TB_714
"Theo Thông báo số 494/TB-ĐHBD, vai trò của các đơn vị đào tạo trong việc thực hiện kế hoạch là gì?",Các đơn vị đào tạo có trách nhiệm chủ động phối hợp với các đơn vị liên quan lên kế hoạch rà soát theo thời gian quy định (áp dụng từ 10/6/2024 đến 09/9/2024).,"Theo thông báo số 401/TB-ĐHBD của Trường Đại học Bình Dương, Phòng Đảm bảo chất lượng và Khảo thí chịu trách nhiệm tiếp nhận báo cáo kết quả đánh giá giờ giảng và kế hoạch dự giờ.",0.5971803,TB_494,TB_401
"Theo Thông báo số 494/TB-ĐHBD, trách nhiệm chính của Phòng QLĐT&CTSV trong quá trình thực hiện kế hoạch là gì?","Phòng QLĐT&CTSV chịu trách nhiệm tổng hợp thông tin phản hồi từ các đơn vị đào tạo và báo cáo Ban Giám hiệu về tình hình rà soát, thực hiện kế hoạch (áp dụng từ 10/6/2024 đến 09/9/2024).","Theo Quyết định QD_868, các đơn vị trong Trường Đại học Bình Dương có trách nhiệm xây dựng kế hoạch chi tiết và triển khai thực hiện theo chức năng, nhiệm vụ được giao.",0.6595703,TB_494,QD_868
"Theo Thông báo số 494/TB-ĐHBD, nếu các đơn vị gặp khó khăn trong quá trình thực hiện thì cần xử lý như thế nào?","Các đơn vị cần trao đổi trực tiếp hoặc gửi văn bản về Phòng QLĐT&CTSV để tổng hợp và báo cáo Hiệu trưởng xem xét, quyết định (áp dụng từ 10/6/2024 đến 09/9/2024).","Các đơn vị liên hệ với Phòng Tổng hợp để được hướng dẫn khi gặp khó khăn, vướng mắc trong quá trình thực hiện.",0.62389344,TB_494,TB_802
Lịch trình chi tiết thực hiện rà soát và tổ chức kế hoạch đào tạo học kỳ 1 năm học 2024-2025 theo Thông báo số 494/TB-ĐHBD diễn ra trong khoảng thời gian nào?,Lịch trình thực hiện kéo dài từ ngày 10 tháng 6 năm 2024 đến ngày 9 tháng 9 năm 2024 (áp dụng từ 10/6/2024 đến 09/9/2024).,Mục đích chính của văn bản này là ban hành Khung kế hoạch thời gian năm học 2024-2025 đối với các trình độ đào tạo tại Trường Đại học Bình Dương.,0.7600247,TB_494,QD_868
Thông báo số 494/TB-ĐHBD nhấn mạnh những yếu tố nào để đảm bảo công tác đào tạo hiệu quả?,"Thông báo nhấn mạnh sự cần thiết của việc thu thập thông tin, điều chỉnh kế hoạch đào tạo theo nhu cầu người học, phối hợp chặt chẽ giữa các đơn vị liên quan và đảm bảo tiến độ đăng ký, học tập của sinh viên (áp dụng từ 10/6/2024 đến 09/9/2024).",Phòng Quản lý Đào tạo và Công tác Sinh viên là đơn vị đề xuất việc xây dựng cơ sở dữ liệu kết nối các đầu mối công tác đào tạo và công tác sinh viên theo thông báo số 362/TB-ĐHBD.,0.56037116,TB_494,TB_362
Ai là người ký ban hành Thông báo số 494/TB-ĐHBD?,Thông báo số 494/TB-ĐHBD được ký ban hành bởi Hiệu trưởng Trường Đại học Bình Dương – ông Cao Việt Hiếu (áp dụng từ 10/6/2024 đến 09/9/2024).,Thông báo số 389/TB-ĐHBD của Trường Đại học Bình Dương do Phó Hiệu trưởng Thường trực Đỗ Đoan Trang ký ban hành.,0.62213206,TB_494,TB_389
Thông báo số 48/TB-ĐHBD được ban hành vào ngày nào?,Thông báo số 48/TB-ĐHBD được ban hành vào ngày 08 tháng 02 năm 2024.,Thông báo số 389/TB-ĐHBD của Trường Đại học Bình Dương do Phó Hiệu trưởng Thường trực Đỗ Đoan Trang ký ban hành.,0.59971136,TB_48,TB_389
Thông báo số 48/TB-ĐHBD về việc đăng ký dự Lễ tốt nghiệp năm 2023 - đợt 1 do cơ quan nào ban hành?,Thông báo số 48/TB-ĐHBD do Trường Đại học Bình Dương ban hành. (áp dụng từ 08/02/2023 đến 21/02/2023),Thông báo số 48/TB-ĐHBD do Phó Hiệu trưởng Thường trực Đỗ Doan Trang ký ban hành. (áp dụng từ 08/02/2023 đến 21/02/2023),0.6623107,TB_48,TB_48
Đối tượng áp dụng trong Thông báo số 48/TB-ĐHBD là ai?,"Đối tượng áp dụng là sinh viên các hệ: Đại học chính quy, liên thông, văn bằng 2, cao đẳng của Trường Đại học Bình Dương đã đủ điều kiện công nhận tốt nghiệp. (áp dụng từ 08/02/2023 đến 21/02/2023)",Sinh viên cần sử dụng tài khoản đăng ký môn học để đăng nhập Cổng thông tin sinh viên và thực hiện khảo sát theo thông báo số 389/TB-ĐHBD của Trường Đại học Bình Dương.,0.51272506,TB_48,TB_389
Điều kiện để sinh viên đăng ký tham dự Lễ tốt nghiệp năm 2023 - đợt 1 là gì?,Sinh viên phải thực hiện đăng ký tham dự và nộp đầy đủ lệ phí theo quy định của Trường Đại học Bình Dương. (áp dụng từ 08/02/2023 đến 21/02/2023),"Đối tượng tham gia bao gồm: nghiên cứu sinh, học viên cao học, sinh viên xét và được công nhận tốt nghiệp đợt 1 năm 2023; học viên cao học, sinh viên tốt nghiệp các đợt trước năm 2023 nhưng chưa tham dự các lễ tốt nghiệp trước đó.",0.71970904,TB_48,KH_386
Thời gian đăng ký tham dự Lễ tốt nghiệp năm 2023 - đợt 1 được quy định như thế nào?,"Sinh viên đăng ký tham dự Lễ tốt nghiệp từ ngày 13/02/2023 đến hết ngày 21/02/2023, vào các khung giờ: sáng 08h00-11h00, chiều 14h00-17h00 (trừ Chủ nhật và các ngày lễ). (áp dụng từ 08/02/2023 đến 21/02/2023)",Thời gian đăng ký tham dự và thuê lễ phục tốt nghiệp diễn ra từ ngày 13/02/2023 đến ngày 21/02/2023.,0.71640474,TB_48,KH_44
Lễ tốt nghiệp năm 2023 - đợt 1 dự kiến được tổ chức vào thời gian nào?,"Lễ tốt nghiệp dự kiến tổ chức vào sáng ngày 04/03/2023 (Thứ Bảy), bắt đầu từ 07h45 tại Nhà hát sinh viên (Hội trường I, Lầu IV, tòa nhà A). (áp dụng từ 08/02/2023 đến 21/02/2023)",Kế hoạch tổ chức Lễ tốt nghiệp năm 2023 (lần III) do Hiệu trưởng Cao Việt Hiếu ký ban hành.,0.7436877,TB_48,KH_597
Sinh viên phải có mặt tại địa điểm tổ chức lễ vào thời điểm nào?,Sinh viên phải có mặt từ 07h45 để ổn định chỗ ngồi và điểm danh trước khi bắt đầu buổi lễ. (áp dụng từ 08/02/2023 đến 21/02/2023),Sinh viên chụp ảnh chân dung lễ tốt nghiệp vào sáng ngày 12/5/2025 (sau khi thuê lễ phục tại Phòng Tuyển sinh).,0.64436615,TB_48,KH_580
Hình thức đăng ký tham dự Lễ tốt nghiệp năm 2023 - đợt 1 được thực hiện như thế nào?,"Sinh viên đăng ký tham dự bằng cách liên hệ trực tiếp phòng Quản lý Đào tạo và Công tác Sinh viên (QLĐT&CTSV), có thể nhờ người thân, bạn bè đến đăng ký và nộp lệ phí trực tiếp. (áp dụng từ 08/02/2023 đến 21/02/2023)",Kế hoạch tổ chức Lễ tốt nghiệp năm 2023 (lần III) do Hiệu trưởng Cao Việt Hiếu ký ban hành.,0.6839679,TB_48,KH_597
